human_name,zebrafish_name
RPGR,rpgra
C1GALT1C1,c1galt1c1
IDH3A,idh3a
TMEM208,TMEM208
CD79B,cd79b
RPL14,rpl14
CA7,ca7
BRMS1,brms1
ZNF503,znf503
MAP1A,map1aa
MAP1A,map1ab
CPED1,cped1
HCCS,hccsa.2
HCCS,hccsb
HCCS,hccsa.1
CSRNP3,CSRNP3
PYY,pyya
PYY,pyyb
CLCN1,clcn1b
CLCN1,clcn1a
PCMTD1,pcmtd1
FHL1,fhl1a
FHL1,fhl1b
TPRG1L,tprg1l
RHOBTB2,rhobtb2b
RHOBTB2,rhobtb2a
TOMM70,tomm70a
TUBB6,tubb6
SCN5A,scn4aa
SCN5A,cacna1fa
SCN5A,FO082780.1
SCN5A,cacna1ha
SCN5A,scn4ab
RP1L1,rp1l1a
RP1L1,rp1l1b
ATP6AP1,atp6ap1b
ATP6AP1,atp6ap1a
DNAJC24,dnajc24
GAN,GAN
RANBP9,ranbp9
RSPRY1,rspry1
OSBPL10,CABZ01111953.1
OSBPL10,osbpl10b
TRPC4AP,trpc4apa
TRPC4AP,trpc4apb
ASXL2,asxl2
KIF20B,kif20bb
KIF20B,kif20ba
CST9L,si:busm1-57f23.1
NPAP1,pom121
KCNIP4,KCNIP4
KCNIP4,si:ch211-145b13.5
PTS,pts
CCDC120,ccdc120
CCDC120,si:ch211-169p10.1
GRPEL1,grpel1
H1FX,h1fx
KIAA0895L,KIAA0895L
C16orf91,si:ch211-231f6.6
MSL2,msl2b
MRPS28,mrps28
NEFL,neflb
FAM208A,fam208aa
FAM208A,fam208ab
SLC35A5,slc35a5
TST,TST
CFB,cfbl
CFB,cfb
CFB,bfb
AP001273.2,med17
C10orf53,zgc:153142
ALAD,alad
DOK7,CABZ01081777.1
DOK7,dok7
TOP3B,top3b
GUCD1,gucd1
ACTL7B,zgc:101810
ACTL7B,si:ch211-241j12.3
ACTL7B,actc1b
ACTL7B,actc1c
NACC1,nacc1a
NACC1,nacc1b
ZDHHC6,zdhhc6
CYHR1,cyhr1
TRIP13,trip13
ACSL5,acsl5
CT45A10,ints6l
CT45A9,ints6l
PQLC3,pqlc3
ERC1,ERC1
ERC1,erc1a
ERC1,erc1b
ARRDC2,arrdc2
RFC4,rfc4
ODF3B,odf3b
ST14,zmp:0000001114
AP000812.4,tomt
SSU72P2,ssu72
GRID2IP,grid2ipb
GRID2IP,grid2ipa
CHEK2,chek2
DAGLA,dagla
CABP7,cabp7b
CABP7,FO704871.1
WDR53,wdr53
NSD3,nsd3
ADAMTS17,adamts17
EDN1,edn1
CLDN11,cldn11a
CLDN11,cldn11b
LRP12,lrp12
NOP10,nop10
LCMT2,lcmt2
CA5B,ca5a
MCOLN1,mcoln1a
MCOLN1,mcoln1b
RAE1,rae1
PYGO1,pygo1
NHEJ1,nhej1
PROC,proca
PROC,proca
CFAP36,cfap36
RAB43,rab43
CCDC151,ccdc151
FKBP1B,fkbp1b
PGLYRP2,pglyrp6
PGLYRP2,pglyrp2
IPPK,ippk
IER3IP1,ier3ip1
SLC1A2,slc1a2a
SLC1A2,slc1a2b
THRSP,thrsp
RPS4X,rps4x
NINJ2,ninj2
SLC37A4,slc37a4a
OGG1,ogg1
MDH2,mdh2
RTN4RL1,rtn4rl1a
RTN4RL1,rtn4rl1b
ADTRP,CR792417.1
TNKS,tnksb
TNKS,tnksa
IFIT2,ifit8
IFIT2,CR759879.1
IFIT2,ifit16
IFIT2,ifit12
IFIT2,ifit10
IFIT2,ifit14
IFIT2,ifit15
IFIT2,ifit11
LRRD1,pidd1
TMEM170B,tmem170b
GSAP,gsap
ABHD13,abhd13
ANGPTL2,CABZ01039096.1
ANGPTL2,angptl2a
ANGPTL2,angptl2b
MOCS3,mocs3
EDAR,edar
EIF1AD,eif1ad
ATXN2L,atxn2l
TRARG1,trarg1b
TRARG1,trarg1a
PODNL1,chadlb
DRGX,drgx
PIBF1,pibf1
HIGD1B,higd1a
FAM187A,ccdc103
UBB,UBB
MYO10,myo10
SLC1A4,slc1a4
DDA1,dda1
YIPF7,zgc:123321
SIGMAR1,sigmar1
ARID3C,arid3c
MTIF2,mtif2
PCP4,pcp4a
PCP4,PCP4
CLTCL1,cltcl1
FBXL16,fbxl16
SUGT1,sugt1
INVS,invs
BCL2L11,bcl2l11
HNRNPA1L2,hnrnpa1b
MPEG1,mpeg1.2
MPEG1,mpeg1.1
MPEG1,mpeg1.3
CMTM8,cmtm8b
CMTM8,cmtm8a
PRAMEF7,si:ch73-174h16.4
FGF8,fgf8a
FGF8,fgf8b
WDR61,wdr61
BLOC1S6,bloc1s6
LYRM7,lyrm7
FHL2,fhl2b
FHL2,fhl2a
GNGT1,gngt1
CCDC127,CCDC127
CCDC127,ccdc127b
CUL4A,cul4a
ASPH,unm_hu7910
ATG10,atg10
GALNT17,galnt17
PABPC1L2B,pabpc1a
PABPC1L2B,pabpc1b
SDR42E1,sdr42e1
VPS13C,vps13c
B4GALT5,b4galt6
NLRP1,ciita
NLRP1,si:ch211-108d22.2
MEOX2,meox2a
MEOX2,meox2b
NEO1,neo1a
NEO1,neo1b
NEO1,neo1b
RAPGEFL1,rapgefl1
SMO,smo
PTBP1,ptbp1a
PTBP1,ptbp1b
MORN5,morn5
DNAJC9,dnajc9
FAM167A,fam167aa
FAM167A,CABZ01064771.1
FAM167A,fam167ab
ORM1,apom
A1CF,a1cf
MLLT1,mllt1b
DGKB,dgkb
FADS6,FADS6
GP2,umod
GP2,si:ch73-181m17.1
GP2,zgc:153932
GP2,zgc:153932
GP2,si:ch211-226h7.3
GP2,si:ch73-329n5.1
GP2,si:ch211-226h7.5
GP2,si:ch211-226h7.8
GP2,si:ch211-226h7.6
GP2,si:dkey-239b22.2
GP2,si:ch73-180n10.1
NPNT,CABZ01076996.1
NPNT,npnt
ARHGEF38,arhgef38
CNTF,m17
UGP2,ugp2b
UGP2,ugp2a
CYP20A1,cyp20a1
SH2D4A,sh2d4a
TTC39C,ttc39c
AGER,si:ch211-79k12.1
SRSF3,srsf3b
SRSF3,srsf3a
SRSF3,srsf3a
CHRM5,chrm5a
CHRM5,chrm5b
ADCYAP1,adcyap1b
DKK3,dkk3a
DKK3,dkk3b
RAB10,rab10
ELOF1,elof1
ACOT12,ACOT12
GNRHR,gnrhr4
GNRHR,gnrhr2
GNRHR,CABZ01080434.1
GNRHR,gnrhr1
MEGF6,megf6b
MEGF6,megf6a
HOXD9,hoxd9a
ZNFX1,znfx1
IP6K2,ip6k2a
IP6K2,ip6k2b
FGFR3,fgfr3
SPATA21,si:dkey-256e7.5
NFE2L3,nfe2l3
C5orf34,zgc:153352
SYBU,sybu
STAG1,stag1a
STAG1,stag1b
TLNRD1,tlnrd1
LONRF2,si:ch1073-440b2.1
RGS3,rgs3b
PRSS48,zgc:123217
PRSS48,si:dkeyp-93a5.3
PRSS48,si:ch73-182e20.4
PRSS48,si:dkeyp-93a5.2
PRSS48,zgc:100868
TADA2A,tada2a
CLEC4F,illr1
CLEC4F,illr3
CLEC4F,si:ch211-133n4.12
CLEC4F,si:ch211-133n4.11
CLEC4F,illr2
CLEC4F,si:ch211-133n4.7
CLEC4F,illr4
CLEC4F,si:ch73-86n18.1
CLEC4F,zgc:174904
IFIT5,ifit8
IFIT5,CR759879.1
IFIT5,ifit16
IFIT5,ifit12
IFIT5,ifit10
IFIT5,ifit14
IFIT5,ifit15
IFIT5,ifit11
RASGRF2,rasgrf2b
RASGRF2,rasgrf2a
VAX1,vax1
TMEM182,tmem182a
TMEM182,tmem182b
NLE1,nle1
ID1,id1
IFRD2,ifrd2
PPP2R3A,ppp2r3a
PPDPFL,ppdpfa
PPDPFL,ppdpfb
ALDH3B2,aldh3b1
AP5S1,ap5s1
MAGEB17,ndnl2
AP000812.5,lrrc51
FZD9,fzd9b
FZD9,fzd9a
Z98752.3,l3mbtl1a
MPP3,mpp3b
MPP3,mpp3a
MMGT1,mmgt1
ASCC1,ascc1
ASCC2,ascc2
CLDN34,FP236735.1
SLC4A5,si:ch211-48m9.1
SLC4A5,si:ch211-48m9.1
MCTP2,mctp2b
MCTP2,mctp2a
TRAPPC13,trappc13
UBE2Q2,ube2q2
UBE2Q2,ube2q1
MT1B,mt2
POLR2E,polr2eb
POLR2E,POLR2E (1 of many)
MAGEA6,ndnl2
FBXO45,fbxo45
IRF8,irf8
HEPH,hephl1b
CDIPT,cdipt
SCPEP1,scpep1
TLCD1,tlcd1
MPP1,mpp1
TSPAN3,tspan3a
TSPAN3,tspan3b
HPR,habp2
PMFBP1,pmfbp1
WDR12,wdr12
SF3B2,sf3b2
GTSE1,gtse1
NAT9,nat9
C19orf67,si:ch211-214c7.5
PPP1R16B,ppp1r16b
SLC38A11,slc38a11
NSUN5,nsun5
DDHD2,ddhd2
ARNT2,arnt2
EHBP1,ehbp1
TMEM258,tmem258
FADS2,fads2
KLF4,klf4
C9orf64,zgc:136564
PSMA1,psma1
OR11H1,prokr1b
OR11H1,prokr1a
OR11H1,mtnr1bb
OR11H1,mtnr1ba
NOLC1,nolc1
ZNF652,znf652
SCN2A,scn4ab
PTPN20,ptpn20
RBFOX3,rbfox3b
RBFOX3,rbfox3a
GPR143,gpr143
AKR1C8P,zgc:101765
AKR1C8P,zgc:110782
AKR1C8P,zgc:110366
AKR1C8P,akr1a1a
AKR1C8P,zgc:56622
PCDH11X,pcdh11
GNA11,gna15.4
GNA11,si:ch211-207c7.2
GNA11,BX649295.2
GNA11,gna15.3
GNA11,gna15.3
GNA11,gna15.1
TBC1D2,tbc1d2
SARM1,sarm1
HAAO,haao
FEZ2,si:ch211-57i17.1
FEZ2,si:dkey-288i20.2
KAZALD1,kazald3
ARHGEF40,quo
ARHGEF40,si:dkey-65j6.2
ARHGEF40,arhgef40
TCF20,tcf20
ARHGEF16,arhgef16
RIOK2,riok2
WRAP53,wrap53
PROM2,prom2
ARRDC3,arrdc3b
ARRDC3,arrdc3a
VTI1A,vti1a
AC093525.1,amdhd2
CCDC40,ccdc40
RABGEF1,rabgef1
ELP1,elp1
C5orf22,zgc:56556
CST11,si:busm1-57f23.1
COX4I2,cox4i2
AGBL1,AGBL1
TPD52,tpd52
SRSF1,srsf1a
SRSF1,srsf1b
CRLF3,crlf3
ATG3,atg3
POLR2D,polr2d
USP19,usp19
KLHL4,klhl4
MFSD9,mfsd9
TUBG1,tubg1
SLC9A6,slc9a6b
SLC9A6,slc9a6a
LRRC3B,lrrc3b
PEX1,pex1
MTMR7,mtmr7a
MTMR7,mtmr7b
DDX5,ddx5
TBX6,tbx6
ANKDD1A,ankdd1a
CNBP,cnbpa
CNBP,cnbpb
BNIP3,bnip3
BNIP3,bnip4
B4GALT6,b4galt5
SSU72P4,ssu72
LYRM4,selenon
LYRM4,zgc:113423
CT45A6,ints6l
P4HB,p4hb
COX7A2L,cox7a2l
DNM2,dnm3a
DNHD1,si:dkey-11m19.5
RNF38,rnf38
CNN2,cnn2
MRPS5,mrps5
TPPP,TPPP
SULT1A4,sult1st3
SULT1A4,sult1st2
SULT1A4,sult1st1
SULT1A4,sult1st9
SULT1A4,sult1st7
SULT1A4,sult1st4
SULT1A4,sult2st2
SULT1A4,sult2st1
SULT1A4,sult3st2
SULT1A4,sult3st3
SULT1A4,si:dkey-236e20.3
SULT1A4,sult3st4
SULT1A4,sult3st3
SULT1A4,sult3st1
SULT1A4,sult2st3
SULT1A4,sult5a1
APOL5,si:ch73-233k15.2
DSG2,DSG2
SLC7A14,slc7a14a
PGD,pgd
LPCAT4,lpcat4
LRRC32,tlr8b
LRRC32,tlr3
LRRC32,tlr5a
LRRC32,tlr5b
LRRC32,rxfp2l
LRRC32,tlr18
LRRC32,tlr22
LRRC32,tlr19
LRRC32,tlr19
LRRC32,tlr20.2
LRRC32,tlr20.1
LRRC32,tlr20.3
LRRC32,senp7a
LRRC32,senp7a
LRRC32,tlr20.3
CARF,carf
CARF,si:dkey-31c13.1
PRTG,prtga
VENTX,vent
VENTX,bsx
CENPB,CR354398.1
CENPB,BX914205.2
CENPB,CR352209.1
CHCHD6,chchd6b
CHCHD6,chchd6a
PALM3,palm3
ALKAL1,alkal1
DMD,dmd
BBS9,bbs9
STAB1,stab1
MEOX1,meox1
IHH,dhh
STARD3NL,stard3nl
RFX1,rfx1b
RFX1,rfx1a
GNGT2,gngt2b
GNGT2,gngt2a
SLC30A8,slc30a8
EMSY,emsy
SEPT10,sept10
LGALS9C,lgals3b
LGALS9C,si:dkey-95h12.2
LGALS9C,si:ch211-10a23.2
HES1,her6
ASPN,aspn
XRN2,xrn2
AC068533.4,asl
ASL,asl
SGCE,sgce
PEX2,pex2
THOC1,thoc1
USP25,usp25
AHRR,ahrrb
RSAD2,rsad2
PNLIPRP1,lipib
PNLIPRP1,CABZ01090041.1
CLDN18,cldn18
REEP3,reep3a
REEP3,reep3b
PDE11A,si:dkey-219c10.4
PDE11A,pde11al
ASB2,asb2b
RRAS,rras
HAPLN1,hapln1b
HAPLN1,CABZ01063602.1
HIPK3,hipk3b
TBC1D31,tbc1d31
PPP1R3A,ppp1r3aa
PPP1R3A,ppp1r3ab
PPP1R3A,si:ch211-167b20.8
TMEM74B,tmem74b
IFNB1,ifnphi3
IFNB1,ifnphi2
GPATCH1,gpatch1
GTF2H4,gtf2h4
DYDC2,dydc2
ALKBH4,alkbh4
DCAF4L2,mapkbp1
DCAF4L2,wdr21
DCAF4L2,wdr21
DCAF4L2,wdr62
DCAF4L2,nwd1
DCAF4L2,poc1b
DCAF4L2,nedd1
TCN2,tcn2
TRPC4,trpc4a
TRPC4,trpc4b
TUBD1,tubd1
ARHGAP42,arhgap42b
TTC23,ttc23
PES1,pes
STXBP4,stxbp4
UFD1,ufd1l
FGFBP1,fgfbp1b
FGFBP1,fgfbp1b
KIF3B,kif3b
TM4SF5,tm4sf5
PRKRIP1,prkrip1
SMPDL3B,smpdl3b
SLITRK5,slitrk5a
RIOK1,riok1
HES7,her1
HES7,her11
CNTNAP2,cntnap2b
INS-IGF2,ins
INS-IGF2,insb
MYO1F,myo1f
FAM114A1,fam114a1
LAMP1,lamp1b
LAMP1,lamp1a
MALRD1,si:ch211-106h4.4
AC004832.3,sec14l7
AC004832.3,sec14l8
CFD,cfd
DEPDC7,depdc7b
DEPDC7,depdc7a
CHD6,chd6
WBP1L,wbp1la
WBP1L,wbp1lb
RPA2,rpa2
HTRA3,HTRA3
HTRA3,htra3a
SIDT2,sidt2
CYP11A1,cyp11a2
CYP11A1,cyp11a1
FAIM,faima
FGFBP3,zgc:165461
FABP12,rbp5
FABP12,fabp11b
FABP12,CABZ01088982.1
FABP12,fabp11a
FABP12,rbp7a
FABP12,nmnat1-rbp7a
NDUFAF7,ndufaf7
RUNDC3B,rundc3b
MYLPF,mylpfa
MYLPF,mylpfb
WDR24,wdr24
CHMP7,chmp7
EFHB,efhb
CDH13,cdh13
HADHB,hadhb
DCTN3,dctn3
FUT10,fut10
PRDX3,prdx3
SPAST,spast
H2AFY,h2afy
CCDC82,ccdc82
SERPING1,serping1
CALN1,caln2
CALN1,caln1
PGPEP1L,pgpep1l
TMEM9B,tmem9b
NAT8L,nat8l
SMKR1,smkr1
GPD1L,gpd1l
GATA2,gata2a
NR4A3,nr4a3
CARD10,CABZ01040998.1
AQP11,aqp11
VBP1,vbp1
WIPF1,wipf1a
KIAA1671,si:dkey-9i23.6
KIAA1671,si:ch73-138n13.1
KIAA1671,tnks1bp1
CLNS1A,clns1a
CCM2L,ccm2l
RHBDD3,rhbdd3
CHRNA1,chrna1
C1orf158,si:ch211-226m7.4
DHX30,dhx30
SERPINB9,zgc:174259
SERPINB9,serpina7
SERPINB9,si:ch211-186e20.2
SERPINB9,si:ch211-186e20.7
SERPINB9,serpinh2
DNAJB8,dnajb1b
DNAJB8,dnajb1a
DNAJB8,dnajb6a
DNAJB8,dnajb2
DNAJB8,dnajb6b
DNAJB8,dnajc18
EWSR1,ewsr1b
EWSR1,ewsr1b
EWSR1,ewsr1a
HNRNPA3,hnrnpa0a
HNRNPA3,hnrnpa0b
HNRNPA3,hnrnpa0l
C2orf49,si:dkeyp-118h3.6
GRHL2,grhl2b
GRHL2,grhl2a
GPR75,gpr75
NELFE,nelfe
SGCG,sgcg
RRN3,rrn3
FAM149B1,fam149b1
ABHD16A,abhd16a
GPX1,gpx9
FOXN1,foxn1
NOTCH4,CABZ01102109.1
NOTCH4,jag2a
NOTCH4,dll4
NOTCH4,jag2b
NOTCH4,si:ch73-105b23.1
NOTCH4,CABZ01040999.1
NOTCH4,jag1a
NOTCH4,jag1b
CACNG1,cacng1b
CACNG1,cacng1a
ORC6,orc6
TAS2R60,tas2r200.1
TAS2R60,tas2r200.2
ADGRG7,adgrg7.2
ADGRG7,adgrg7.1
TNFRSF11A,tnfrsf1b
TNFRSF11A,tnfrsfa
TNFRSF11A,hdr
TNFRSF11A,cd40
TNFRSF11A,tnfrsf11a
TFDP2,tfdp2
CSHL1,gh1
MLXIPL,mlxipl
MLXIPL,mlxipl
SGCA,sgca
POLL,poll
EZH1,ezh1
AC099850.2,smg8
FRRS1L,frrs1l
PPIF,ppifb
CHKB-CPT1B,chkb
TMPRSS11F,CR352265.1
TMPRSS11F,tmprss15
TMPRSS11F,st14a
TMPRSS11F,st14b
SLC2A8,slc2a8
CCDC117,si:ch211-102c2.7
GDI2,gdi2
DCDC1,kctd17
MEGF10,megf10
CERK,cerk
PLEKHF2,plekhf2
OVOL2,zgc:171929
TMEM248,tmem248
FBXO31,fbxo31
SPOP,spop
LEO1,leo1
C2orf66,pgap1
MIF4GD,mif4gdb
MIF4GD,mif4gda
ADAP2,zgc:92360
ADAP2,adap2
UBA6,UBA6
AL360181.3,mtg1
LAMB2,lamb2
OR9G1,prokr1b
OR9G1,prokr1a
OR9G1,mtnr1bb
OR9G1,mtnr1ba
GABBR2,CR855311.5
GABBR2,gabbr2
YKT6,ykt6
KLC2,klc3
FJX1,fjx1
AGAP5,asap3
AGAP5,asap2b
AGAP5,FO704810.1
AGAP5,CR387919.1
AGAP5,unm_sa1614
TJP3,tjp3
LINC02210-CRHR1,crhr1
FAM43A,fam43a
RAB5C,rab5c
EHD3,ehd3
AC008481.3,znf653
MPRIP,si:ch211-23l10.3
MPRIP,MPRIP
AGPAT3,agpat3
ANXA2,anxa2b
ANXA2,anxa2a
ERBB2,erbb2
CCAR2,ccar2
CXADR,cxadr
PIP5K1C,pip5k1ca
PIP5K1C,pip5k1cb
SPG21,spg21
CALML5,cabp2b
CALML5,cabp2a
PLEKHH3,PLEKHH3
KLF12,klf12b
ZNF512B,ZNF512B
DAZL,dazl
AL645922.1,cfbl
AL645922.1,cfb
AL645922.1,bfb
FKBPL,fkbpl
GBF1,gbf1
CCP110,si:ch73-100l22.3
ASF1B,asf1bb
ASF1B,asf1ba
LRTOMT,tomt
STMN2,stmn2b
STMN2,stmn2a
ABHD17C,BX470137.1
GATAD1,gatad1
COL4A2,col4a2
MORC3,morc3a
NUMA1,numa1
PARN,parn
TMED1,tmed1a
TMED1,tmed1b
DHX58,dhx58
CT45A1,ints6l
HSPA4L,hspa4l
TP53BP1,tp53bp1
ZNF594,si:ch211-148l7.4
ZNF594,zgc:66472
ANAPC13,anapc13
MAGEA12,ndnl2
RBM38,rbm38
NPAP1L,s100s
NPAP1L,s100a10a
NPAP1L,s100t
PHOSPHO1,phospho1
CBLB,cblb
SPOCK2,spock2
NDE1,nde1
ACVR2B,acvr2ba
ACVR2B,acvr2bb
SEMA4G,sema4ga
SEMA4G,sema4gb
MT1E,mt2
RNF168,rnf168
LRP4,LRP4
PPARA,pparab
PPARA,pparaa
PROSER1,proser1
GLT8D1,glt8d1
SPO11,spo11
KNDC1,FP102122.1
RNF144A,rnf144aa
RNF144A,rnf144ab
LYSMD4,lysmd4
FGF11,fgf11b
FGF11,fgf11a
ERCC6L,ercc6l
TADA3,tada3l
GGCX,ggcx
TTC26,ttc26
ANKRD29,ankrd29
HM13,hm13
CDK5,cdk5
LIPT2,lipt2
PIR,pir
USP14,usp14
JMJD1C,jmjd1cb
ASCL2,ascl1a
ASCL2,ascl1b
PRRC2A,prrc2a
ADGRA1,adgra1a
EGR2,egr2b
FAH,fah
CYP51A1,cyp51
ABHD16B,si:ch211-117n7.7
ABHD16B,si:ch211-117n7.6
ABHD16B,abhd12
EBAG9,ebag9
VEGFD,vegfd
LIPA,lipf
IFT27,ift27
PSTPIP1,pstpip1b
PSTPIP1,pstpip1a
LIG4,lig4
MGMT,mgmt
PUF60,puf60a
PUF60,puf60b
C5orf15,si:ch73-269m14.2
ATP2A3,atp2a3
NBEAL1,nbeal1
TSSC4,tssc4
ARIH1,arih1
ARIH1,arih1l
AC055811.2,flcn
LATS2,lats2
PDPR,PDPR
APTX,aptx
CTCFL,si:ch211-148l7.4
CTCFL,zgc:66472
CTCFL,si:dkey-89b17.4
CTCFL,znf646
GPR173,gpr173
CSTL1,si:busm1-57f23.1
TBC1D5,tbc1d5
RPL22L1,rpl22l1
AC007192.1,pik3r2
AKAP11,akap11
NTN3,ntn2
TUFM,tufm
SRSF8,srsf2a
SRSF8,srsf2b
CCND1,ccnd1
APBB2,apbb2b
NET1,net1
PDZD7,pdzd7a
NR2F2,nr2f2
KIFC2,si:ch211-257p13.3
ANKRD18B,si:ch211-272n13.3
CCDC136,ccdc136b
CCDC136,ccdc136b
CYP7A1,cyp7a1
MAST3,mast3b
UBXN8,ubxn8
GALNT14,galnt14
DENND3,dennd3a
DENND3,dennd3b
SP3,sp3a
SP3,sp3b
NPTXR,cbx6b
NPTXR,cbx6a
SAGE1,ints6l
C1QBP,c1qbp
ENOX2,enox2
SLC41A3,BX294434.1
SCO2,sco2
CT45A7,ints6l
MT1F,mt2
PPP2R2C,ppp2r2cb
PPP2R2C,ppp2r2ca
ATP6AP2,atp6ap2
DTWD2,dtwd2
GOLGA8A,golga2
KCNN1,kcnn1a
ZMAT5,zmat5
CFTR,cftr
DACH2,dacha
DACH2,dachb
GRIA2,gria2a
GRIA2,gria2b
FEN1,fen1
SLX1B,slx1b
RDH10,rdh10a
RDH10,rdh10b
NKX2-4,nkx2.4a
NKX2-4,nkx2.4b
MCRIP2,si:dkey-44g23.5
DLX4,vox
DLX4,vent
DLX4,bsx
DLX4,dlx4b
DLX4,dlx4a
APOL6,si:ch73-233k15.2
TOPORS,toporsa
TOPORS,toporsb
SLC32A1,slc32a1
CDH10,cdh10a
CDH10,LO017650.1
MYO15B,myo15b
TEKT4,tekt4
NDUFA6,ndufa6
MAGEA3,ndnl2
CATSPER1,scn4ab
PHETA2,zgc:153733
XYLT2,xylt2
TRIM3,trim3a
TRIM3,trim3b
GABPB1,gabpb1
IFFO1,iffo1a
IFFO1,iffo1b
PNPLA6,pnpla6
SDR16C5,sdr16c5a
SDR16C5,sdr16c5b
SLC52A1,slc52a2
GABPA,gabpa
IL17RC,il17ra1b
IL17RC,BX942819.1
IL17RC,il17ra1a
IL17RC,il17ra2
NFIX,nfixa
NFIX,nfixb
C17orf67,si:dkey-31g6.6
B4GALNT2,b4galnt2.2
B4GALNT2,b4galnt2.1
B4GALNT2,CABZ01039859.1
EML4,EML4
IGHMBP2,ighmbp2
PKDCC,pkdcca
FKBP15,si:ch211-208h16.4
FKBP15,si:ch73-199g24.2
NRBF2,nrbf2b
ZNF358,znf740a
ZNF358,znf1035
ZNF358,znf770
ZNF358,si:ch211-266d19.4
ZNF358,si:dkeyp-2e4.2
ZNF358,si:dkeyp-2e4.3
ZNF358,si:dkeyp-2e4.5
ZNF358,si:ch73-347e22.4
ZNF358,si:dkeyp-84f3.9
ZNF358,si:ch211-253b8.2
ZNF358,si:dkey-182i3.9
ZNF358,si:dkey-182i3.8
ZNF358,si:dkey-253d23.5
ZNF358,blf
ZNF358,LO018029.1
ZNF358,CABZ01081747.1
ZNF358,znf1007
ZNF358,rnh1
ZNF358,si:dkey-261j4.5
ZNF358,si:dkey-253d23.2
ZNF358,znf1014
ZNF358,si:dkey-247i3.6
ZNF358,si:dkeyp-82h4.3
ZNF358,znf1104
ZNF358,znf976
ZNF358,znf1026
ZNF358,znf1021
ZNF358,znf985
ZNF358,znf1026
ZNF358,znf1018
ZNF358,znf986
ZNF358,znf1136
ZNF358,si:dkey-111k8.2
ZNF358,zgc:113209
ZNF358,CABZ01064859.2
ZNF358,si:ch211-202h22.10
ZNF358,BX248128.2
ZNF358,CABZ01054394.1
ZNF358,si:dkey-33c14.6
ZNF358,si:cabz01069013.3
ZNF358,si:cabz01054396.2
ZNF358,si:dkey-7i4.9
ZNF358,si:dkey-77f5.11
ZNF358,znf1012
ZNF358,znf1013
ZNF358,zgc:171727
ZNF358,si:ch73-120g24.4
ZNF358,znf1015
ZNF358,si:ch73-266f23.1
ZNF358,si:cabz01071912.2
ZNF358,zgc:171727
ZNF358,si:dkey-77f5.8
ZNF358,si:dkey-172k15.11
ZNF358,si:dkeyp-82b4.6
ZNF358,zgc:153116
ZNF358,si:dkey-66i24.9
RBPMS,rbpms
MAP7D2,map7d2b
MAP7D2,map7d2a
TXNRD3,txnrd3
HIBADH,hibadhb
MRPL21,mrpl21
MICU3,micu3a
MICU3,micu3b
GPR119,AL935199.1
SPEF1,zgc:66426
SLC38A7,slc38a7
TMEM192,tmem192
GK3P,GK3P
PIGN,pign
KIF1C,kif1c
KIF1C,KIF1C
DNAL4,dnal4a
DNAL4,dnal4b
RUNDC3A,rundc3aa
RUNDC3A,rundc3ab
ELOA3,eloa
APLP2,aplp2
STC1,stc1
STC1,stc1l
INTU,intu
AGTR1,agtr1a
AGTR1,agtr1b
ANOS1,anos1a
XYLB,xylb
ADORA2B,adora2b
CISD2,cisd2
C20orf27,si:ch211-74f19.2
C20orf27,si:ch211-151p13.8
PKD1,pkd1l2a
PKD1,pkd1l2b
PKD1,pkd1l2b
PKD1,pkd1a
SNX4,snx4
STYXL1,zgc:153044
STYXL1,dusp14
STYXL1,si:ch1073-184j22.2
STYXL1,si:ch211-195b15.8
STYXL1,styxl1
STYXL1,CABZ01097761.1
CRLS1,crls1
SEPHS1,sephs1
SLC16A13,slc16a13
SULT1B1,sult2st3
RRAS2,rras2
SEMA3G,sema3bl
SLC38A3,slc38a3a
SLC38A3,slc38a3b
REG1A,zgc:172053
REG1A,si:ch211-125e6.5
REG1A,si:dkey-9i23.4
REG1A,si:dkey-9i23.5
REG1A,si:ch211-125e6.14
REG1A,si:ch211-125e6.11
REG1A,si:dkey-241l7.4
REG1A,si:dkey-241l7.3
REG1A,si:dkey-241l7.2
REG1A,si:dkey-241l7.5
REG1A,si:dkey-241l7.6
REG1A,si:ch211-125e6.13
REG1A,si:ch211-125e6.12
REG1A,si:dkey-216e24.3
MYBPC3,mybpc3
MCRIP1,mcrip1
ZBTB34,zbtb34
HAND2,hand2
METTL21A,mettl21a
TYW1B,tyw1
POLG2,polg2
CTSO,ctso
ADO,adob
ADO,adoa
WNT7B,wnt7bb
WNT7B,wnt7ba
HOXA11,hoxa11b
HOXA11,hoxa11a
ANKRD18A,si:ch211-272n13.3
MBOAT4,mboat4
MKI67,mki67
HMOX1,hmox1a
C2CD2,c2cd2
PNPLA4,pnpla4
FOXO1,foxo1b
FOXO1,foxo1a
ZNF185,znf185
ZNF511,znf511
TMEM104,tmem104
HIC1,hic1
NAA80,naa80
FAM98A,fam98a
ANAPC15,anapc15
TPRA1,tpra1
ITGA3,itga3a
ITGA3,itga3b
UBE2W,ube2w
UBE2W,flj11011l
DUSP13,dusp13a
DUSP13,AL929334.1
DUSP13,si:dkey-24f15.2
DUSP13,CABZ01093429.1
ABCD1,abcd1
MOBP,myrip
MOBP,si:ch211-106h4.9
CNOT7,cnot7
SSTR4,LO017791.1
SSTR4,CABZ01027646.1
EIF4A2,eif4a2
ALG5,alg5
CCNE2,ccne2
CETN2,cabp2b
